email_type,subject,body,phishing_technique,target_name,target_job_title,target_company,spoofed_url,attachment_name,industry
phishing,Urgent Action Required: DHL Account Suspension Notice,"Dear Jane Garcia, 

I hope this message finds you well. I am reaching out on behalf of DHL Express, the leader in global logistics solutions. 

Our records indicate that there has been some unusual activity concerning your DHL account associated with United Insurance. As a result, we have temporarily suspended your account as a precautionary measure to protect your sensitive information. 

Account: United Insurance
Account Holder: Jane Garcia

Please understand that your account's security is our top priority. To rectify this situation promptly and to avoid any disruption to your crucial business operations, we kindly ask you to verify your account's authenticity. 

Please click on the link below to confirm your details and restore full access to your account:

[Link to Phishing Site]

This link will expire in 2 hours due to security protocols. If you fail to confirm your account details within this timeframe, your account may be permanently suspended, leading to potential delays in your future DHL shipments.

If you have any concerns or if you need assistance, please feel free to contact our dedicated customer service team available 24/7.

We apologize for any inconvenience this may cause and thank you for your understanding and prompt attention to this matter.

Best Regards,

John Doe
Account Security Department
DHL Express International
Customer Service: 1-800-225-5345
Email: customerservice@dhl.com",homoglyphs,Jane Garcia,CEO,United Insurance,dhl.соm,,Insurance
phishing,Urgent Attention Required: Facebook Account Security Risk,"Dear Mr. David Smith,

I hope this message finds you well. My name is James Allen and I am a Senior Security Analyst at Facebook Inc. We are writing to you directly as a matter of urgency regarding your Facebook account, which is associated with Global Capital. 

During a routine security check, we identified some unusual activity on your account that is inconsistent with our standard protocols and security standards. We understand the importance of this account for you and your business, which is why we took immediate action to temporarily suspend your account until this issue is resolved.

To ensure the security of your account and the safety of your followers, it is essential that you verify your account activity. This will help us to either confirm these changes or help you restore the original settings of your account. 

Please click on the link below to verify your account:

[Click here to verify your account](http://verifyfacebookaccount.com)

Please be assured that the security of your account is our top priority. We apologize for any inconvenience this may have caused you, and we highly appreciate your understanding and cooperation.

If you have any questions or if you need further assistance, please do not hesitate to contact our support team directly at support@facebook.com.

Thank you for your prompt attention to this matter, and for being a part of the Facebook community.

Best Regards,

James Allen
Senior Security Analyst
Facebook Inc.",homoglyphs,David Smith,CEO,Global Capital,fаcеbook.com,,Finance
phishing,Urgent Action Required: Potential Security Threat Detected on Your Microsoft Account,"Dear Michael Jones,

I hope this email finds you well. I am reaching out to you on behalf of the Microsoft Security Team regarding an urgent issue that has come to our attention on your Microsoft account associated with Advanced Health.

Our automated systems have detected some unusual activity in your account that deviates from the normal usage patterns. This often indicates a potential unauthorized access, hence, we are treating this matter with utmost urgency.

To protect your account and the sensitive data it may contain, we have temporarily suspended some activities on your account until this issue is resolved.

Please click on the link below to verify your identity and reset your password to ensure the safety of your account. 

[Reset Your Password](http://microsoft-security-alert.com)

We recommend you to take this action immediately to avoid any potential data loss or further unauthorized access.

We understand the critical role that our services play in the operation of Advanced Health and we apologize for any inconvenience this might cause. Our team is committed to ensuring the highest level of security for our users and we appreciate your understanding and cooperation in this matter.

Should you have any questions or require further assistance, please do not hesitate to contact our support team directly at support@microsoft.com.

Thank you for your prompt attention to this serious matter.

Best regards,

John Smith 
Microsoft Security Team
Microsoft Corporation

Please note: This is an automated email. Please do not reply as your message will not be received. 

Disclaimer: This email is intended solely for the use of the individual or entity to whom it is addressed. If you have received this email in error, please notify the sender and delete the email from your system. Unauthorized disclosure, copying or",homoglyphs,Michael Jones,CFO,Advanced Health,miсrоsoft.com,,Healthcare
phishing,Urgent: Action Required on Your DHL Account,"Dear Ms. Emma Smith,

I hope this email finds you well. My name is John McQueen, and I am the Regional Account Manager at DHL Express. 

We noticed some unusual activity on your corporate DHL account, which we suspect could be indicative of a security breach. As a result, we have temporarily suspended activities to protect your account from any potential harm.

To resolve this issue and restore your account, we kindly ask you to verify your account information immediately. Please click the link below to proceed with the verification process:

[Secure Verification Link]

Please note that failure to verify your account within the next 24 hours may result in permanent account suspension, which could severely disrupt your business operations. 

We understand the importance of uninterrupted services to your business at United Assurance, and we truly apologize for any inconvenience this may cause.

If you have any questions or need further assistance, please feel free to reach out to our dedicated customer service team at service@dhl.com.

Thank you for your immediate attention to this matter. We highly appreciate your understanding and cooperation.

Best Regards,

John McQueen
Regional Account Manager
DHL Express

P.S. Your security is our utmost priority. Please do not share your account information with anyone, as DHL employees will never ask for this information.

Note: This is a system-generated email. Please do not reply to this message. For any inquiries, contact our customer service at the email address provided above.",typosquatting,Emma Smith,CEO,United Assurance,dhl.com,,Insurance
phishing,Urgent Action Required: Potential Breach Detected on Your Microsoft Account,"Dear Mr. David Wilson,

I trust this message finds you well.

I am writing to you on behalf of the Microsoft Security Team. Our advanced security systems have detected unusual activity on your Microsoft account associated with Global Medical. This could potentially signify a security breach, which may have grave consequences for your sensitive data and the integrity of your organization.

Our primary concern is the safety of our customers, and we take every potential threat seriously. Considering the sensitive nature of the healthcare industry's data, we strongly urge you to validate your account to prevent any unauthorized access or potential loss of data.

Please follow the below link to validate and secure your account:

www.microsoft-security-validation.com

Once you complete the process, our team will conduct a thorough investigation to trace the root cause of this unusual activity and take necessary steps to prevent such incidents in the future.

We understand the importance of the work you do at Global Medical, and we want to ensure that your data and your clients' data remain safe and secure.

We strongly recommend you take immediate action to prevent any possible data breaches. Your prompt attention to this matter is highly appreciated.

Please do not hesitate to contact us if you require any further assistance.

Best Regards,

John Stevens
Senior Security Advisor
Microsoft Security Team
Microsoft Corporation

Note: This is an automated email, do not reply directly. For any queries, please contact us through the Microsoft Support Center.

Microsoft Corporation, One Microsoft Way, Redmond, WA 98052-6399, USA

Copyright 2021 Microsoft. All rights reserved.",typosquatting,David Wilson,CRO,Global Medical,microsoft.com,,Healthcare
phishing,Urgent Action Required: Potential Breach Detected in Your DocuSign Account,"Dear Sarah Jones,

I hope this message finds you well. My name is Robert Smith, a member of the DocuSign Account Security Team. We are contacting you urgently regarding a potential security breach that has been detected in your DocuSign account. 

During our routine security check, we detected suspicious activities on your DocuSign account linked to United Shipping. Our system flagged multiple login attempts from unusual locations. As a high-ranking executive, you understand the importance of maintaining the security of sensitive documents and contracts that your account handles. 

To ensure the safety of your account and its content, we need you to verify some details and update your security settings. You can do this by clicking the link below:

[Secure your DocuSign Account now](#)

Please note that this is an urgent matter. Failure to take action within 24 hours may result in temporary suspension of your account to protect your company's sensitive information from potential threats.

We understand that this may cause some inconvenience, but we assure you that this measure is necessary to protect your account and the integrity of your documents.

We apologize for any inconvenience this situation may cause, and we appreciate your understanding and cooperation.

Best Regards,

Robert Smith
DocuSign Account Security Team
DocuSign, Inc.
Phone: 1-800-DOCU-SIGN
Email: support@docusign.com

Please note: This system-generated email was sent from an address that cannot accept incoming emails. Please do not reply to this message. If you have any questions, contact our support team directly at the above number or email address.",typosquatting,Sarah Jones,CFO,United Shipping,docusign-.com,,Transportation
phishing,"URGENT: Immediate Action Required for Your DHL Account, Sarah Wilson","Dear Sarah Wilson,

I hope this email finds you well. My name is John Davidson, and I am a Senior Account Manager at DHL International. 

We have encountered a critical issue with your DHL account that is linked to Elite Assurance. This issue could potentially lead to a disruption in your service, which we understand could have significant implications for your business. 

As you are identified as the primary contact for Elite Assurance, we require your immediate action to resolve this issue. 

Please use the following link to log into your account and follow the instructions provided to rectify the situation: 

[INSERT PHISHING LINK]

We understand that this may be inconvenient, but it is critically important for us to address this issue promptly to ensure the seamless delivery of your packages. 

If you have any questions, our support team is available 24/7 to assist you. Please do not hesitate to contact us.

We appreciate your immediate attention to this matter. Thank you for choosing DHL for your shipping needs.

Best regards,

John Davidson
Senior Account Manager
DHL International",homoglyphs,Sarah Wilson,CFO,Elite Assurance,dhl.соm,,Insurance
phishing,Urgent Action Required: Microsoft Account Suspension Notice,"Dear Mr. David Davis,

I hope this message finds you well. My name is Mark Johnson, I am part of the Microsoft Security Response Team. We've identified some unusual activity on your Microsoft account associated with Global Invest. Our system has flagged your account due to multiple unsuccessful login attempts from various locations.

To protect your sensitive data and maintain the integrity of your business operations, we have temporarily suspended your account. Please understand this action was taken as a precaution to prevent unauthorized access to your sensitive information.

To reactivate your account, please click on the link below and follow the instructions. It is crucial to take this action within the next 24 hours to avoid permanent account suspension. 

[Click Here to Reactivate Your Account](http://microsoft-securityupdates.com/)

After you've completed the process, our Microsoft Support Team will review your account data and lift the suspension within a few hours. 

We apologize for any inconvenience this may cause and thank you for your understanding. Please remember, your security is our top priority.

Should you have any concerns or encounter any issues, our support team is standing by 24/7 to assist you. 

Best regards,

Mark Johnson
Microsoft Security Response Team
Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

This email and any files transmitted with it are confidential and intended solely for the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. Please note that any views or opinions presented in this email are solely those of the author and do not necessarily represent those of the company.

© 2022 Microsoft Corporation. All rights reserved.",homoglyphs,David Davis,CEO,Global Invest,miсrоsoft.com,,Finance
phishing,Urgent Action Needed: Security Issue Detected on your Microsoft Account,"Dear Mr. Smith,

I hope this email finds you well. I am writing to you from Microsoft's Global Security Division. We have identified an unusual activity on your Microsoft account, which is linked to your Advanced Associates company profile.

For your safety, we have temporarily suspended your account until this issue is resolved. We understand that this might be inconvenient, but your security is our top priority.

To verify your account and restore full functionality, please click on the link below:

[Secure Microsoft Verification Link]

Please note, this link will expire in 2 hours due to the urgent nature of this issue. If you are unable to verify within this time frame, your account may be permanently disabled for security reasons.

We value your privacy and work hard to ensure your account's security. If you did not authorize this change or if you need assistance, please contact our support team immediately at 1-800-Microsoft.

Thank you for your immediate attention to this matter.

Best regards,

John Doe
Senior Security Officer
Microsoft Global Security Division
john.doe@microsoft.com

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052

Note: This is a system-generated email. Please do not reply to this email.

Microsoft respects your privacy. To learn more, please read our Privacy Statement.

Microsoft Corporation, One Microsoft Way, Redmond, WA 98052",homoglyphs,Robert Smith,CPO,Advanced Associates,miсrоsoft.com,,Law
phishing,Urgent Action Required: Confirm Your DHL Shipment Details,"Dear Ms. Emma Wilson,

I hope this email finds you well. My name is John Davis, and I am the Regional Manager at DHL Express. I am writing to you concerning an urgent matter that requires your immediate attention.

We have recently received notification about some discrepancies in your account details. This has resulted in a temporary hold on all your current and upcoming shipments. To ensure uninterrupted service and avoid any potential delays in your crucial medical supply shipments, it is imperative to confirm and update your account information.

To resolve this issue, please follow the link below to our secure server where you can confirm your account details:

[Secure DHL Account Confirmation](http://www.dhlaccount-confirmation.com)

Please note that ignoring this message might result in permanent suspension of your account, which can potentially disrupt your supply chain. We understand the critical role your company, Advanced Medical, plays in the Healthcare industry, and we want to ensure the timely delivery of your packages.

We apologize for any inconvenience caused and appreciate your prompt response to this matter. If you have any questions, feel free to reply to this email or call our customer service hotline at 1-800-DHL-EXPRESS.

Thank you for understanding and cooperating with us.

Best Regards,

John Davis
Regional Manager
DHL Express",homoglyphs,Emma Wilson,CPO,Advanced Medical,dhl.соm,,Healthcare
phishing,Immediate Action Required: Microsoft Account Security Alert for Michael Miller,"From: Microsoft Security Team <security@microsoft.com>

To: Michael Miller, CEO, Global Partners <m.miller@globalpartners.com>

Dear Michael Miller,

We hope this message finds you well. This is an urgent notification from the Microsoft Security Team regarding your Microsoft Account.

Due to recent suspicious activities detected on your Microsoft Account, we have temporarily locked your account. We identified that an unfamiliar device attempted to login to your account from a location that is unusual for your account's history. Therefore, we had to take this precautionary measure to secure your data and protect your privacy.

To regain access to your account, it is urgently required to verify your identity. Please click the link below to proceed with the verification process:

[Click here to verify your account](http://microsoft.accountverification.net)

Please note, failure to verify your account within 24 hours will result in permanent account suspension as a security measure. 

We appreciate your understanding and cooperation in this matter. We are committed to ensuring the security of your account and want to make sure it is only accessed by authorized users.

If you have any questions or need further assistance, please do not hesitate to contact our 24/7 support team at support@microsoft.com.

Thank you for your immediate attention to this matter.

Best regards,

John Stevens
Microsoft Security Team
Microsoft Corporation
One Microsoft Way
Redmond, WA 98052 USA",homoglyphs,Michael Miller,CEO,Global Partners,miсrоsoft.com,,Law
phishing,Urgent Attention Required: Immediate Action On Your Microsoft Account Necessary,"Dear Mr. David Johnson,

I hope this message finds you well. My name is Peter Smith, I am the Senior Account Manager at Microsoft. We are reaching out to you due to an urgent security issue with your Microsoft account, which needs your immediate attention.

Our monitoring system has detected multiple login attempts from various locations on your account. This unusual activity has raised our security alerts as it does not align with your regular login behavior.

To protect your account from potential misuse and to ensure the safety of your files and sensitive data, our security protocols have temporarily locked your account.

We understand the importance of your work and the sensitive nature of the information associated with your position as CFO at Global Insurance. As such, we urgently need you to verify your account to prevent any unauthorized access.

Please click here [embedded phishing link] to take immediate action and secure your account. The process is straightforward and should not take more than a few minutes of your time. 

Your security is our utmost priority, and we apologize for any inconvenience this may cause. If you require any assistance or have any queries, please feel free to reply to this email or contact our support team directly at 1-800-Microsoft.

Thank you for your immediate attention to this matter, and thank you for choosing Microsoft.

Best Regards,

Peter Smith
Senior Account Manager
Microsoft Corporation
1 Microsoft Way
Redmond, WA 98052
USA

This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. This message contains confidential information and is intended only for",homoglyphs,David Johnson,CFO,Global Insurance,miсrоsoft.com,,Insurance
phishing,Urgent Action Required: Potential Security Breach Detected on Your DocuSign Account,"Dear Michael Brown,

I hope this email finds you well. I am reaching out to you from the DocuSign Support Team regarding an urgent security matter that needs your immediate attention.

Our automated security system has detected unusual activity on your DocuSign account, specifically related to some sensitive documents associated with United Transport. As a result, we have temporarily suspended access to your account to protect your data.

To resolve this issue and ensure the security of your account, please click on the link below to verify your identity and update your security settings:

[Phishing link]

Please note, failure to resolve this within the next 24 hours may result in permanent data loss. We understand the inconvenience this may cause, but we are committed to ensuring the safety and privacy of your account.

If you have any questions or need additional assistance, please don't hesitate to reach out to our support team. Thank you for your prompt attention to this matter.

Sincerely,

John Doe
Senior Account Security Officer
DocuSign Inc.

NOTE: This is an automated email, please do not reply directly to this message. DocuSign values your privacy and security. Please review our privacy policy for more information.

© 2022 DocuSign, Inc. All rights reserved. DocuSign is a registered trademark of DocuSign, Inc. All other trademarks are the property of their respective owners.",subdomain_spoofing,Michael Brown,CRO,United Transport,account.docusign.phishing-domain.com,,Transportation
phishing,Urgent Action Required: Unusual Account Activity Detected,"Dear Mr. Robert Brown,

I hope this email finds you well. This is to inform you about some unusual activity detected in your DocuSign account associated with United Financial. 

Our system has flagged multiple sign-in attempts from various geographical locations, which is a clear violation of our security protocols. If these actions were not initiated by you, we highly recommend taking immediate action to secure your account to avoid any potential data breach.

To rectify the situation, please click the button below to verify your account and update your security settings immediately:

[Verify Now](http://secure.docusign-login-update.com)

If you fail to verify your account within 24 hours, we may have to temporarily suspend your account to ensure the security of your sensitive documents. We understand the critical nature of your role as CFO at United Financial and the importance of maintaining the integrity of your documents.

Please note, this is not a generic warning but a serious issue that requires your immediate attention.

As always, if you have any questions or need additional support, feel free to reach out to our 24/7 customer support helpline.

We appreciate your understanding and cooperation in protecting your important documents with DocuSign.

Best Regards,

John Doe
Senior Security Advisor
DocuSign

Please Note: This is an automated message, reply to this email will not be monitored. For any further assistance, reach out to our customer support helpline.

© 2021 DocuSign, Inc. All Rights Reserved. DocuSign, Inc. is located at 221 Main St., San Francisco, CA 94105, USA.",subdomain_spoofing,Robert Brown,CFO,United Financial,service.docusign.phishing-domain.com,,Finance
phishing,Urgent Action Required: Possible Breach of Your Facebook Account,"Dear Emma Brown,

We hope this email finds you well.

We are contacting you from the Facebook Security Team in regards to an unusual activity detected on your Facebook account. As you have connected your Facebook account with Premier Health's page, we take this matter seriously and need your immediate attention.

We have recently detected a series of failed login attempts originating from unfamiliar locations and devices. To maintain your account's security and your organization's privacy, we have temporarily suspended your account.

Kindly click on the link below to verify your account and change your password. This is a necessary step to ensure your account's safety and to prevent any potential misuse of sensitive information.

[Click here to verify your account](http://phishingscamlink.com)

Please note, if you don't act within 24 hours, your account will remain suspended, and this could potentially impact Premier Health's social media reach and presence.

We apologize for any inconvenience this may cause. However, we believe this is a critical step to safeguard your account and Premier Health's information.

Should you need any assistance or have any queries, feel free to reply to this email. Our team is ready to assist you 24/7.

Thank you for your prompt attention to this matter. We appreciate your understanding as we work together to maintain the security of your Facebook account.

Best Regards,

John Doe
Facebook Security Team",subdomain_spoofing,Emma Brown,CFO,Premier Health,account.facebook.phishing-domain.com,,Healthcare
