label,subject,body,phishing_technique,target_name,target_job_title,target_company,spoofed_url,attachment_name,industry
1,Urgent Action Required: Potential Security Breach Detected on Your Microsoft Account,"Dear Mr. John Miller,

I trust this email finds you well.

I am writing to you from the Microsoft Security Response Center. We have identified some unusual activity on your Microsoft account associated with Advanced Care. It seems like your sensitive data might be at risk due to an apparent security breach.

In light of the sensitive nature of your industry and your role as CPO, we thought it essential to bring this to your attention immediately. The security of your account is paramount to us, and we take any potential breaches seriously.

To secure your account and prevent potential data loss, please follow this link: ""www.microsoft-secureaccount.com/urgent-action"" . Upon clicking, you will be redirected to a secure page where you will need to confirm your identity and reset your password.

Please note that failure to act promptly might result in a loss of data, which could be detrimental to your operations.

We understand that this may be a concern for you, and we want to assure you that we are ready to support you in resolving this issue. If you have any queries or require further assistance, do not hesitate to contact our support team at support@microsoft.com. 

We appreciate your immediate attention to this matter.

Best regards,

James H. Scott
Microsoft Security Response Center
Microsoft Corporation
One Microsoft Way
Redmond, WA 98052-6399
USA

NOTE: This is a service-related email. Microsoft respects your privacy. To learn more, please read our Privacy Statement at www.microsoft.com/privacystatement.html.

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052


Disclaimer:
This is an urgent security notification from Microsoft",subdomain_spoofing,John Miller,CPO,Advanced Care,account.microsoft.phishing-domain.com,,Healthcare
1,URGENT ACTION REQUIRED: Critical Issue Detected in Your DHL Account,"Dear Mr. David Wilson,

I hope this email finds you well.

I am writing to you today from DHL Express, the world's leading logistics company. We are committed to providing excellent service and ensuring the utmost security of our clients' accounts. 

During our regular security checks, we have discovered a critical issue with your DHL account associated with Advanced Banking. This irregularity may potentially cause disruptions to your upcoming shipments and may also compromise the financial data linked to your account.

To avoid any disruptions and to ensure the safety of your account, we require your immediate attention to rectify this issue.

To proceed with the resolution, please follow the link below to our secure portal:

[DHL Secure Portal] (http://dh1.secure.link)

Once you have logged into your account, our system will guide you through the necessary steps to restore your account's integrity. Please note that failure to address this issue promptly may result in temporary suspension of your DHL services.

We understand the importance of your business operations and deeply regret any inconvenience caused. Our customer service team is available 24/7 to assist you. Should you have any questions or require further assistance, please do not hesitate to contact us at [Customer Service Email] (mailto:customerservice@dhl.com).

Thank you for your prompt attention to this matter. 

Best Regards,

[Your Name]
Customer Relations Team
DHL Express

-------------------------------------------------------------------------------------------------------------------------------------
This email contains confidential information intended for the use of the addressee only. If you are not the addressee, please delete this email and notify the sender.",subdomain_spoofing,David Wilson,CEO,Advanced Banking,account.dhl.phishing-domain.com,,Finance
1,Urgent Action Required: Discrepancy Detected in Your DocuSign Account,"Dear David Brown,

We hope this message finds you well.

We are writing to you from the DocuSign Security Team concerning an urgent issue that requires your immediate attention. During our routine security audit, we have detected an unusual activity in your DocuSign account, which is registered under the email address david.brown@premierlegal.com.

This activity suggests that unauthorized attempts have been made to access sensitive documents in your DocuSign account. As CEO of Premier Legal, we understand the gravity of the situation and the vital importance of safeguarding your business documents.

To resolve this issue promptly and ensure the security of your account, we kindly ask you to follow the link below to verify your account and initiate the necessary security protocols.

[Click Here to Verify Your Account](http://docusign.com/verify)

We understand the inconvenience this might cause and appreciate your immediate attention to this matter. Please note that failure to verify your account within 24 hours will result in temporary suspension of your account for security reasons.

We apologize for any inconvenience and thank you for your cooperation in maintaining the integrity of our shared security environment.

If you have any questions or need further assistance, please do not hesitate to contact our support team at support@docusign.com.

Best regards,

John Smith
DocuSign Security Team
DocuSign, Inc.",subdomain_spoofing,David Brown,CEO,Premier Legal,login.docusign.phishing-domain.com,,Law
1,"**URGENT: Action Required on Your DHL Account, Mr. Brown**","Dear Mr. Robert Brown,

We hope this email finds you well. 

My name is Mark, and I am a Senior Account Manager at DHL Express. We are reaching out to you concerning a critical issue that has arisen with your DHL account linked to Advanced Freight. 

Our system has recently detected some irregular activities on your account, which may potentially impact your ongoing and upcoming shipments. We understand the importance of uninterrupted service to your business, hence we are reaching out to you immediately to resolve this issue promptly.

For security reasons, we cannot disclose the details of the activity in this email. However, we strongly urge you to review the issue by following the link below:

[Click here to review your account](http://dhl-account-urgent-issue.com)

Please note that your immediate attention is required to prevent any disruption to your business operations. 

Should you need any assistance, feel free to reply to this email or contact our dedicated customer service team at 1-800-225-5345, who are available 24/7.

Thank you for your prompt attention to this matter, and we apologize for any inconvenience this may cause.

Best Regards,
Mark Owen
Senior Account Manager
DHL Express",homoglyphs,Robert Brown,CEO,Advanced Freight,dhl.соm,,Transportation
1,"Urgent: Action Required on Your DocuSign Account, Robert Brown","Dear Mr. Brown,

My name is Linda Thompson, and I am the Account Manager responsible for Advanced Logistics at DocuSign. I hope this email finds you well. 

I am reaching out because we noticed some unusual activity on your DocuSign account during our routine security audit. This may be nothing, but as the CFO of Advanced Logistics, we know how important it is for you to maintain the confidentiality and integrity of your company's financial documents.

Due to this unusual activity, we are required to verify your account to prevent any potential unauthorized access. We need your assistance to resolve this issue as soon as possible to avoid any disruption in your service. 

To verify your account, please click the button below:

[Verify My Account](http://docusign-account-verification.com)

After clicking the link, you will be asked to fill in your details and confirm your identity. This process is crucial to ensure the safety and security of your account and the documents therein.

I understand this may be an inconvenience, but we take your account's security seriously. Please note, failure to verify your account within 24 hours may result in temporary suspension of your DocuSign services.

Thank you for your prompt attention to this matter. Should you have any questions or concerns, please do not hesitate to contact us at 1-800-DOCU-SIGN or reply to this email. We're here to support you.

Best regards,

Linda Thompson
Account Manager
DocuSign, Inc.",typosquatting,Robert Brown,CFO,Advanced Logistics,docusign.com,,Transportation
1,Urgent Action Required: Unusual Activity Detected on Your PayPal Account,"Dear Sarah Smith,

I hope this message finds you well.

We are reaching out to you concerning your PayPal account associated with Global Coverage. We detected some unusual activity related to your account and, for your protection, we've temporarily limited certain features. 

To rectify this issue, we need you to verify your account information. This is a security measure to ensure your account is protected from fraudulent activities. Your account's security is our top priority, and we apologize for any inconvenience this may cause.

Please click the link below to verify your account:

[Verify my account](https://www.paypal-verify-account.com)

Once you have completed the verification process, your account limitations will be lifted. If you don't verify your account within 48 hours, we may need to further restrict or even close your account for security reasons. 

We appreciate your prompt attention to this matter. If you need assistance or have any questions, please refer to our Help Center or contact our customer service.

Thank you for choosing PayPal as your payment solution.

Best regards,

John Doe
Customer Support
PayPal Security Team

Please note: This email was sent from an address that cannot accept incoming email. Please do not reply to this message.

Copyright © 2023 PayPal Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.

Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. This message contains confidential information and is intended only for the individual named",typosquatting,Sarah Smith,CEO,Global Coverage,peypal.com,,Insurance
1,Immediate Attention Required: Critical Issue Detected in Your Microsoft Account,"Dear Lisa Wilson,

I hope you are doing well. My name is Mark Davis, a Customer Support Executive from Microsoft Corporation. We’ve identified a critical issue in the Microsoft account associated with your role as CISO at United Banking. We are reaching out to you for immediate action to prevent any potential damage to your account and the vital information it contains.

Our system's automatic security scan has detected suspicious activity on your account, which may indicate an attempt to compromise your data. This is a matter of utmost concern and we are taking it very seriously to ensure the security of your account.

To rectify this issue, we need you to verify your account credentials and reset your password. This will help us to secure your account and prevent any unauthorized access. To do this, simply click on the button below:

[Reset Your Password](http://microsoftsupport-urgentaction-required.com)

Please note that if you do not reset your password within the next 24 hours, we may have to temporarily suspend your account as a preventive measure. 

We understand that this might be a significant disruption to your work, but it is critical to ensure the safety of your account and the important data stored within it.

We appreciate your immediate attention to this matter. If you have any questions or need further assistance, please contact our Customer Support Team at support@microsoft.com.

Thank you for your understanding and cooperation.

Best Regards,

Mark Davis
Customer Support Executive
Microsoft Corporation",subdomain_spoofing,Lisa Wilson,CISO,United Banking,verify.microsoft.phishing-domain.com,,Finance
1,Urgent Microsoft Account Security Alert for Global Invest,"Dear Lisa Brown,

I hope this email finds you well. My name is John Smith, Senior Security Advisor at Microsoft Corporation. I am reaching out to you due to a critical security issue that has been detected in your Microsoft account associated with Global Invest.

Our security team has identified some unusual activity on your account that appears to be inconsistent with the normal business operations at Global Invest. Due to the sensitive nature of your role as Chief Information Security Officer (CISO), we take this matter very seriously and need to verify the legitimacy of the recent account activity.

To ensure the security of your account and prevent any potential data loss, we require your immediate attention. Please follow the link below to review the suspicious activity and confirm or deny the actions.

[Microsoft Security Verification Link]

Please note that failure to verify the activity within 24 hours of receiving this email may result in temporary suspension of your Microsoft account to prevent any unauthorized access to your sensitive data. We understand the inconvenience this may cause but your account security is our primary concern.

We apologize for any inconvenience this may cause and appreciate your cooperation in this urgent matter. If you have any questions or need further assistance, please do not hesitate to contact our dedicated team at Microsoft Support.

Thank you for your prompt attention to this matter.

Best regards,

John Smith
Senior Security Advisor
Microsoft Corporation

This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you are not the intended recipient, you are hereby notified that any dissemination or copying of this communication is strictly prohibited. If you have received this email in error, please notify us immediately by return email and delete this email",typosquatting,Lisa Brown,CISO,Global Invest,m1crosoft.com,,Finance
1,Urgent Attention Required: Immediate Action Needed Regarding Your Microsoft Account,"Dear Jane Wilson,

I hope this message finds you well.

I am reaching out to you today in my capacity as a representative of the Microsoft Support Team. We've noticed some unusual activity in your Microsoft account associated with Elite Health. To ensure the security of your personal and company data, we need to verify that these activities were initiated by you.

In line with our commitment to securing your online experience, we've temporarily frozen your Microsoft account to protect your data. However, this has led to a temporary suspension of your access to vital Microsoft services, such as OneDrive and Office 365, which you may use in your daily operations as CRO at Elite Health. 

To restore your access and confirm that this was not a fraudulent activity, we urgently need you to verify your account. Please click on the link below:

[Click here to verify your Microsoft Account](http://verifymicrosoftaccount.com)

Kindly take a minute to verify your account as soon as possible, as any delay could lead to the permanent suspension of your Microsoft services. 

We understand the importance of your role as CRO at Elite Health and the need for you to have uninterrupted access to your Microsoft services. We deeply regret any inconvenience this may have caused you.

If you have any questions or need further assistance, please feel free to reply to this email or call our customer service line at 1-800-Microsoft.

Thank you for your immediate attention to this matter.

Best Regards,

John Doe
Senior Support Officer
Microsoft Support Team
john.doe@microsoftsupport.com

Microsoft Corporation
One Microsoft Way
Redmond, WA 98052 

Disclaimer: This is an automated email.",homoglyphs,Jane Wilson,CRO,Elite Health,miсrоsoft.com,,Healthcare
1,Immediate Action Required: Critical Issue with Your DocuSign Account,"Dear Ms. Sarah Davis,

I hope this email finds you well. My name is Michael Jones, and I am the Senior Account Manager at DocuSign, responsible for servicing our valued clients in the Finance industry. 

We have recently identified an issue on your DocuSign account linked with United Banking. Our system detected suspicious activities which may pose a threat to the confidentiality and integrity of your document transactions. 

Please understand that the security of your account is our top priority, especially considering the sensitive financial information that you handle on a daily basis as CRO at United Banking. Thus, we strongly advise that you take immediate action to rectify this issue.

To resolve this, kindly click on the link below to verify your account and initiate a security scan. This process will ensure that your account is secure and prevent any potential unauthorized access.

[LINK]

Please note that if this issue is not resolved within the next 24 hours, your DocuSign account may be temporarily suspended to protect your data, as per our security protocol.

We apologize for any inconvenience this may cause. We understand the importance of your work and are here to support you throughout this process. If you require any further assistance, feel free to reply to this email or contact our dedicated support team at support@docusign.com.

Thank you for your immediate attention to this matter.

Best regards,

Michael Jones
Senior Account Manager
DocuSign, Inc.",homoglyphs,Sarah Davis,CRO,United Banking,dосusign.com,,Finance
1,URGENT: Immediate Action Required Regarding Your Microsoft Account,"Dear Mr. Michael Brown,

I hope this message finds you well. My name is John Parker, and I am a Senior Account Manager with Microsoft Corporation. We've identified an urgent issue with your Microsoft account that requires your immediate attention.

According to our records, there seems to be unusual activity that has been detected in your Microsoft account associated with Elite Coverage. We are concerned that this might be a potential security risk, and we take your digital safety very seriously.

To ensure the integrity of your account and to prevent any potential data loss, we strongly recommend you to validate your account details. Please click on the link below to verify your account information. 

[LINK]

Once the validation process is complete, your account will be secure and the unusual activity alert will be removed. Please note that if action is not taken within 24 hours, your account may be temporarily suspended as a security precaution.

We understand how critical these issues can be and we appreciate your prompt attention to this matter. 

If you have any questions or need further assistance, please do not hesitate to contact our support team directly at support@microsoft.com.

Thank you for your immediate attention to this matter.

Best regards,

John Parker
Senior Account Manager
Microsoft Corporation
Email: john.parker@microsoft.com
Phone: +1 800-642-7676",homoglyphs,Michael Brown,CISO,Elite Coverage,miсrоsoft.com,,Insurance
